date,new_cases,new_tests,new_tests_per_thousand,tests_per_case,stringency_index,population_density,median_age,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,total_smokers ,percent_pop_infected
5/28/2020,1672,70329,1.036,42.86,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.37
5/29/2020,1835,84634,1.247,45.157,69.44,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.37
5/30/2020,1760,95550,1.408,49.23,69.44,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.37
5/31/2020,1527,89867,1.324,52.442,69.44,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.37
6/1/2020,1125,75263,1.109,56.521,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.38
6/2/2020,1079,64763,0.954,51.244,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.38
6/3/2020,1441,86267,1.271,54.318,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.38
6/4/2020,1484,96674,1.424,57.896,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.38
6/5/2020,1356,95445,1.406,61.841,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.38
6/6/2020,1243,98667,1.453,65.736,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/7/2020,1120,90562,1.334,68.89,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/8/2020,801,83790,1.234,72.522,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/9/2020,721,66769,0.984,80.293,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/10/2020,1099,91606,1.349,84.436,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/11/2020,1158,97852,1.441,88.257,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.39
6/12/2020,1199,98913,1.457,90.788,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/13/2020,1017,95216,1.403,93.164,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/14/2020,1052,96044,1.415,94.898,73.15,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/15/2020,890,66688,0.982,91.422,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/16/2020,822,67808,0.999,85.391,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/17/2020,1043,78962,1.163,84.296,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/18/2020,1102,83864,1.235,82.985,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.4
6/19/2020,1013,86579,1.275,83.808,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/20/2020,1027,87191,1.284,82.416,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/21/2020,986,80564,1.187,80.875,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/22/2020,687,57102,0.841,81.797,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/23/2020,639,59942,0.883,83.368,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/24/2020,896,66756,0.983,83.375,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/25/2020,886,88040,1.297,86.992,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/26/2020,778,93173,1.372,98.305,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.41
6/27/2020,721,93392,1.376,104.792,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
6/28/2020,671,90897,1.339,112.951,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
6/29/2020,649,64453,0.949,115.284,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
6/30/2020,446,62572,0.922,120.087,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/1/2020,730,97367,1.434,130.437,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/2/2020,617,112636,1.659,143.459,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/3/2020,651,112130,1.652,142.024,71.3,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/4/2020,602,114178,1.682,150.715,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/5/2020,579,93173,1.372,154.521,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/6/2020,401,76984,1.134,167.143,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/7/2020,555,63533,0.936,162.373,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/8/2020,704,100689,1.483,164.215,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.42
7/9/2020,597,120318,1.772,166.762,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/10/2020,693,131848,1.942,169.893,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/11/2020,715,128125,1.887,168.62,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/12/2020,565,124094,1.828,176.458,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/13/2020,442,86609,1.276,176.937,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/14/2020,361,74760,1.101,187.879,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/15/2020,726,112495,1.657,189.864,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/16/2020,685,129616,1.909,188.97,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/17/2020,772,149215,2.198,189.568,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/18/2020,704,157256,2.316,196.984,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/19/2020,569,131697,1.94,198.584,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.43
7/20/2020,493,102572,1.511,199.851,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/21/2020,413,84093,1.239,200.047,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/22/2020,793,121694,1.793,198.993,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/23/2020,751,131462,1.937,195.707,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/24/2020,773,134293,1.978,192.276,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/25/2020,731,140779,2.074,187.507,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/26/2020,667,134045,1.975,184.037,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/27/2020,421,104549,1.54,187.829,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/28/2020,371,82265,1.212,188.958,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/29/2020,70,130611,1.924,227.417,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/30/2020,763,143319,2.111,229.871,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.44
7/31/2020,846,154034,2.269,230.732,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/1/2020,880,147002,2.165,223.591,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/2/2020,771,130999,1.93,217.212,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/3/2020,743,124088,1.828,205.69,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/4/2020,928,123291,1.816,190.985,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/5/2020,670,140745,2.073,172.459,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/6/2020,891,152551,2.247,170.358,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/7/2020,950,162713,2.397,168.871,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.45
8/8/2020,871,156140,2.3,170.702,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/9/2020,758,146826,2.163,173.807,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/10/2020,1062,153214,2.257,169.401,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/11/2020,816,135827,2.001,174.736,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/12/2020,1148,147534,2.173,162.836,69.91,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/13/2020,1009,167983,2.474,162.358,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/14/2020,1129,159433,2.349,157.664,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.46
8/15/2020,1440,167759,2.471,147.057,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/16/2020,1077,174914,2.577,144.607,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/17/2020,1040,162256,2.39,146.387,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/18/2020,713,140608,2.071,148.938,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/19/2020,1089,153225,2.257,150.852,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/20/2020,812,175916,2.591,155.588,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/21/2020,1182,170627,2.513,155.937,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.47
8/22/2020,1033,180335,2.656,166.885,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/23/2020,1288,171385,2.525,161.472,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/24/2020,1041,155871,2.296,160.371,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/25/2020,972,137013,2.018,154.286,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/26/2020,1184,163158,2.403,156.471,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/27/2020,1048,184461,2.717,153.178,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.48
8/28/2020,1522,178203,2.625,149.06,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.49
8/29/2020,1276,168684,2.485,143.393,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.49
8/30/2020,1108,170574,2.513,146.46,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.49
8/31/2020,1715,166871,2.458,136.451,66.2,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.49
9/1/2020,1406,158554,2.336,132.38,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.49
9/2/2020,1295,164358,2.421,128.669,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.5
9/3/2020,1508,181772,2.678,122.256,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.5
9/4/2020,1735,181359,2.672,118.882,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.5
9/5/2020,1940,188783,2.781,113.226,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.5
9/6/2020,1813,166119,2.447,105.841,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.51
9/7/2020,2988,169930,2.503,95.457,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.51
9/8/2020,2948,179252,2.64,86.567,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.52
9/9/2020,2460,186851,2.752,83.269,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.52
9/10/2020,2659,205659,3.029,79.229,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.52
9/11/2020,2919,222448,3.277,76.693,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.53
9/12/2020,3539,238640,3.515,75.032,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.53
9/13/2020,3497,221166,3.258,71.638,64.35,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.54
9/14/2020,3330,213173,3.14,72.517,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.54
9/15/2020,2621,207718,3.06,74.998,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.55
9/16/2020,3103,223146,3.287,73.233,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.55
9/17/2020,3991,236219,3.48,70.223,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.56
9/18/2020,3395,233199,3.435,68.938,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.56
9/19/2020,4322,252509,3.72,65.688,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.57
9/20/2020,4422,239885,3.534,64.019,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.58
9/21/2020,3899,219723,3.237,62.859,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.58
9/22/2020,4368,188865,2.782,58.18,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.59
9/23/2020,4926,218360,3.217,53.551,65.74,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.59
9/24/2020,6178,232268,3.421,49.641,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.6
9/25/2020,6634,245363,3.614,45.696,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.61
9/26/2020,6873,258220,3.804,42.736,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.62
9/27/2020,6041,234489,3.454,40.819,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.63
9/28/2020,5692,226900,3.342,39.198,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.64
9/29/2020,4044,198402,2.923,39.76,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.65
9/30/2020,7143,210927,3.107,38.396,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.66
10/1/2020,7108,233861,3.445,37.653,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.67
10/2/2020,6914,239098,3.522,37.096,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.68
10/3/2020,6968,249600,3.677,36.793,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.69
10/4/2020,12871,252983,3.727,32.205,67.59,272.898,40.8,18.517,122.137,4.28,20,24.7,44.7,0.71
3/8/2020,95,1418,0.004,19.077,20.37,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/9/2020,121,2016,0.006,18.531,20.37,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/10/2020,200,2676,0.008,16.237,20.37,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/11/2020,271,3855,0.012,15.081,21.76,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/12/2020,287,7033,0.021,17.029,30.09,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/13/2020,351,9992,0.03,19.801,30.09,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/14/2020,511,10800,0.033,20.584,35.65,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/15/2020,777,12034,0.036,19.224,41.2,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/16/2020,823,23441,0.071,21.687,52.31,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/17/2020,887,36323,0.11,26.486,55.09,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/18/2020,1766,47034,0.142,27.149,55.09,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/19/2020,2988,56869,0.172,24.249,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/20/2020,4835,68624,0.207,20.269,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0
3/21/2020,5374,68849,0.208,17.947,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.01
3/22/2020,7123,63438,0.192,15.321,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.01
3/23/2020,8459,71573,0.216,13.13,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.01
3/24/2020,11236,92557,0.28,11.224,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.01
3/25/2020,8789,101723,0.307,10.729,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.02
3/26/2020,13963,113534,0.343,9.707,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.02
3/27/2020,16797,119464,0.361,8.797,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.03
3/28/2020,18695,108238,0.327,7.883,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.03
3/29/2020,19979,98784,0.298,7.209,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.04
3/30/2020,18360,109485,0.331,6.898,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.04
3/31/2020,21595,127748,0.386,6.592,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.05
4/1/2020,24998,135965,0.411,6.051,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.06
4/2/2020,27103,142616,0.431,5.709,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.07
4/3/2020,28819,151508,0.458,5.48,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.07
4/4/2020,32425,135438,0.409,5.203,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.08
4/5/2020,34272,129030,0.39,4.968,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.09
4/6/2020,25398,132108,0.399,4.904,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.1
4/7/2020,30561,152097,0.46,4.808,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.11
4/8/2020,30613,347169,1.049,5.688,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.12
4/9/2020,33323,167799,0.507,5.641,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.13
4/10/2020,33901,173934,0.525,5.613,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.14
4/11/2020,35527,208164,0.629,5.86,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.15
4/12/2020,28391,117325,0.354,5.965,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.16
4/13/2020,27620,109727,0.331,5.803,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.17
4/14/2020,25023,150649,0.455,5.946,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.18
4/15/2020,26922,182334,0.551,5.268,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.18
4/16/2020,30148,178803,0.54,5.401,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.19
4/17/2020,31667,178258,0.539,5.481,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.2
4/18/2020,30833,175258,0.529,5.445,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.21
4/19/2020,32922,133604,0.404,5.404,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.22
4/20/2020,24601,157505,0.476,5.722,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.23
4/21/2020,28065,218484,0.66,5.967,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.24
4/22/2020,37289,225536,0.681,5.881,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.25
4/23/2020,17588,218431,0.66,6.44,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.25
4/24/2020,26543,248645,0.751,6.962,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.26
4/25/2020,21352,216958,0.655,7.534,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.27
4/26/2020,48529,198650,0.6,7.277,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.28
4/27/2020,26857,218126,0.659,7.491,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.29
4/28/2020,22541,248686,0.751,7.848,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.3
4/29/2020,24132,293538,0.887,8.761,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.31
4/30/2020,27326,310403,0.938,8.795,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.31
5/1/2020,29917,295795,0.894,8.882,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.32
5/2/2020,33955,282215,0.853,8.663,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.33
5/3/2020,29288,190507,0.576,9.48,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.34
5/4/2020,24972,214439,0.648,9.554,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.35
5/5/2020,22593,352058,1.064,10.089,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.36
5/6/2020,23841,313555,0.947,10.209,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.36
5/7/2020,24128,369891,1.117,10.697,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.37
5/8/2020,28369,399153,1.206,11.338,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.38
5/9/2020,26957,319180,0.964,11.983,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.39
5/10/2020,25612,215584,0.651,12.375,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.4
5/11/2020,20258,353230,1.067,13.523,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.4
5/12/2020,18117,408168,1.233,14.22,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.41
5/13/2020,22048,425117,1.284,15.048,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.41
5/14/2020,20782,437146,1.321,15.774,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.42
5/15/2020,27143,429856,1.299,16.085,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.43
5/16/2020,25508,364031,1.1,16.512,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.44
5/17/2020,24487,305165,0.922,17.195,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.44
5/18/2020,18873,332199,1.004,17.213,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.45
5/19/2020,21841,455970,1.378,17.111,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.46
5/20/2020,19970,413983,1.251,17.265,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.46
5/21/2020,23285,513395,1.551,17.47,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.47
5/22/2020,25434,494032,1.493,18.06,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.48
5/23/2020,24147,383252,1.158,18.337,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.48
5/24/2020,21236,297199,0.898,18.671,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.49
5/25/2020,20568,397917,1.202,18.889,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.5
5/26/2020,19064,462489,1.397,19.273,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.5
5/27/2020,18910,521397,1.575,20.11,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.51
5/28/2020,18721,533068,1.61,20.863,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.51
5/29/2020,21817,513016,1.55,21.516,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.52
5/30/2020,25337,468141,1.414,21.924,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.53
5/31/2020,23297,369325,1.116,22.106,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.53
6/1/2020,19807,431556,1.304,22.449,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.54
6/2/2020,21086,465034,1.405,22.162,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.55
6/3/2020,20544,623130,1.883,22.597,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.55
6/4/2020,19699,602792,1.821,22.911,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.56
6/5/2020,21140,552288,1.669,23.274,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.57
6/6/2020,25178,505315,1.527,23.545,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.57
6/7/2020,22223,354148,1.07,23.613,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.58
6/8/2020,22302,683512,2.065,24.881,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.59
6/9/2020,18822,589069,1.78,26.084,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.59
6/10/2020,18665,643021,1.943,26.55,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.6
6/11/2020,20614,533116,1.611,25.919,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.6
6/12/2020,22883,541451,1.636,25.547,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.61
6/13/2020,25639,619320,1.871,26.224,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.62
6/14/2020,25540,356814,1.078,25.678,72.69,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.63
6/15/2020,19543,569602,1.721,25.394,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.63
6/16/2020,19957,648916,1.96,25.597,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.64
6/17/2020,23705,708234,2.14,25.193,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.65
6/18/2020,25559,704857,2.129,25.482,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.65
