date,new_cases,new_tests,new_tests_per_thousand,tests_per_case,stringency_index,population_density,median_age,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,total_smokers ,percent_pop_infected
6/19/2020,27762,825316,2.493,26.434,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.66
6/20/2020,29909,615457,1.859,25.755,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.67
6/21/2020,34158,452443,1.367,25.055,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.68
6/22/2020,25793,590503,1.784,24.329,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.69
6/23/2020,31390,791677,2.392,23.646,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.7
6/24/2020,34720,733674,2.217,22.523,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.71
6/25/2020,34339,742861,2.244,21.791,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.72
6/26/2020,40949,780718,2.359,20.355,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.73
6/27/2020,45527,668641,2.02,19.283,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.75
6/28/2020,42486,493366,1.491,18.814,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.76
6/29/2020,38673,766157,2.315,18.565,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.77
6/30/2020,41556,871510,2.633,18.174,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.78
7/1/2020,43880,932234,2.816,18.286,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.8
7/2/2020,52048,750698,2.268,17.25,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.81
7/3/2020,53399,766086,2.314,16.528,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.83
7/4/2020,54442,537601,1.624,15.675,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.84
7/5/2020,45221,448653,1.355,15.409,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.86
7/6/2020,49093,897055,2.71,15.322,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.87
7/7/2020,49990,864105,2.611,14.929,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.89
7/8/2020,57473,938987,2.837,14.387,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.91
7/9/2020,58906,950863,2.873,14.662,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.92
7/10/2020,63004,953040,2.879,14.784,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.94
7/11/2020,66625,831665,2.513,15.076,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.96
7/12/2020,63051,724284,2.188,15.093,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,0.98
7/13/2020,57258,839047,2.535,14.657,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1
7/14/2020,58114,929129,2.807,14.53,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.02
7/15/2020,68518,883447,2.669,14.034,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.04
7/16/2020,67717,1122126,3.39,14.141,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.06
7/17/2020,76930,1023557,3.092,13.865,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.08
7/18/2020,71494,874144,2.641,13.811,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.1
7/19/2020,63749,613854,1.855,13.552,68.98,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.12
7/20/2020,61796,755714,2.283,13.243,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.14
7/21/2020,56750,1247419,3.769,13.963,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.16
7/22/2020,72048,1066902,3.223,14.249,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.18
7/23/2020,68848,1054584,3.186,14.071,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.2
7/24/2020,63196,910880,2.752,14.247,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.22
7/25/2020,78427,945980,2.858,14.189,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.24
7/26/2020,65498,647263,1.955,14.208,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.26
7/27/2020,55993,734061,2.218,14.34,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.28
7/28/2020,56243,883606,2.669,13.565,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.3
7/29/2020,61734,877326,2.651,13.454,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.31
7/30/2020,74985,1013167,3.061,13.183,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.34
7/31/2020,68032,980458,2.962,13.195,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.36
8/1/2020,67023,782378,2.364,13.166,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.38
8/2/2020,58407,588964,1.779,13.245,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.4
8/3/2020,47511,696924,2.105,13.419,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.41
8/4/2020,45607,793886,2.398,13.544,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.42
8/5/2020,57525,895724,2.706,13.724,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.44
8/6/2020,52804,917822,2.773,14.251,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.46
8/7/2020,59755,927530,2.802,14.418,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.48
8/8/2020,58150,830317,2.508,14.881,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.49
8/9/2020,56221,722249,2.182,15.32,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.51
8/10/2020,46847,800134,2.417,15.621,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.52
8/11/2020,49530,974306,2.943,15.934,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.54
8/12/2020,46813,974011,2.943,16.606,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.55
8/13/2020,55941,1059461,3.201,16.846,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.57
8/14/2020,51094,992012,2.997,17.423,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.59
8/15/2020,64838,854221,2.581,17.174,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.61
8/16/2020,48085,633060,1.913,17.313,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.62
8/17/2020,42104,681933,2.06,17.212,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.63
8/18/2020,35056,868156,2.623,17.628,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.64
8/19/2020,44091,975686,2.948,17.774,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.66
8/20/2020,47426,981822,2.966,17.995,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.67
8/21/2020,44005,949079,2.867,18.255,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.68
8/22/2020,49880,796009,2.405,18.947,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.7
8/23/2020,44378,619805,1.873,19.132,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.71
8/24/2020,34506,657649,1.987,19.537,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.72
8/25/2020,38298,890351,2.69,19.401,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.73
8/26/2020,38119,947434,2.862,19.696,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.75
8/27/2020,42848,872579,2.636,19.631,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.76
8/28/2020,45909,1138034,3.438,20.147,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.77
8/29/2020,49654,866758,2.619,20.403,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.79
8/30/2020,44143,627950,1.897,20.447,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.8
8/31/2020,35581,707661,2.138,20.542,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.81
9/1/2020,33850,874462,2.642,20.802,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.82
9/2/2020,44639,989076,2.988,20.486,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.84
9/3/2020,38754,1007443,3.044,21.233,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.85
9/4/2020,36249,1044278,3.155,21.627,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.86
9/5/2020,51071,864334,2.611,21.511,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.87
9/6/2020,44140,605198,1.828,21.431,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.89
9/7/2020,30555,452375,1.367,20.902,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.9
9/8/2020,24250,621877,1.879,20.71,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.9
9/9/2020,27122,851507,2.573,21.603,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.91
9/10/2020,31927,982922,2.97,22.104,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.92
9/11/2020,37507,1031622,3.117,21.94,67.13,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.93
9/12/2020,48061,858973,2.595,22.189,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.95
9/13/2020,40820,664971,2.009,22.745,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.96
9/14/2020,33871,703173,2.124,23.465,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.97
9/15/2020,34841,939578,2.839,23.737,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,1.98
9/16/2020,51473,1031765,3.117,22.309,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2
9/17/2020,24598,1134488,3.427,23.471,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2
9/18/2020,43567,1239878,3.746,23.709,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.02
9/19/2020,50209,948107,2.864,23.846,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.03
9/20/2020,40295,670079,2.024,23.909,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.04
9/21/2020,39852,734139,2.218,23.515,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.06
9/22/2020,53153,953429,2.88,22.141,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.07
9/23/2020,38307,1085884,3.281,23.333,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.08
9/24/2020,37930,1130708,3.416,22.295,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.09
9/25/2020,44213,1118442,3.379,21.848,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.11
9/26/2020,55013,974479,2.944,21.593,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.12
9/27/2020,45368,689167,2.082,21.305,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.14
9/28/2020,36248,735832,2.223,21.558,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.15
9/29/2020,32998,989714,2.99,23.181,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.16
9/30/2020,43017,1131779,3.419,22.966,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.17
10/1/2020,41982,1114699,3.368,22.601,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.19
10/2/2020,44771,1232059,3.722,22.939,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.2
10/3/2020,54471,978700,2.957,22.994,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.22
10/4/2020,50659,712764,2.153,22.672,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.23
10/5/2020,34901,894157,2.701,23.296,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.24
10/6/2020,40705,1071593,3.237,22.981,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.25
10/7/2020,43062,1218612,3.682,23.257,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.27
10/8/2020,48182,1287351,3.889,23.347,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.28
10/9/2020,56800,1281649,3.872,22.644,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.3
10/10/2020,58082,1017237,3.073,22.514,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.32
10/11/2020,54271,725134,2.191,22.309,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.33
10/12/2020,43597,624057,1.885,20.962,62.5,35.608,38.3,15.413,151.089,10.79,19.1,24.6,43.7,2.35
